19869,Colociensium,estlocus4,Ludouicus Tubero Dalmata abbas Gregorio Fregepani Colociensium pontifici salutem dicit,urn:cts:croala:tubero.commentarii.croala-loci:front1.div1.opener1.s1.placeName7,urn:cite:croala:loci.19869,urn:cite:croala:loci.ana.19869
20923,parte,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w23,urn:cite:croala:loci.20923,urn:cite:croala:loci.ana.20923
20928,Europae,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.placeName24,urn:cite:croala:loci.20928,urn:cite:croala:loci.ana.20928
20938,quam,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w25,urn:cite:croala:loci.20938,urn:cite:croala:loci.ana.20938
20943,Pannonii,estlocus4,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.placeName26,urn:cite:croala:loci.20943,urn:cite:croala:loci.ana.20943
20948,et,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w27,urn:cite:croala:loci.20948,urn:cite:croala:loci.ana.20948
20953,Turcae,estlocus4,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.placeName28,urn:cite:croala:loci.20953,urn:cite:croala:loci.ana.20953
20963,eorumque,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w29,urn:cite:croala:loci.20963,urn:cite:croala:loci.ana.20963
20968,accole,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w30,urn:cite:croala:loci.20968,urn:cite:croala:loci.ana.20968
20973,ac,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w31,urn:cite:croala:loci.20973,urn:cite:croala:loci.ana.20973
20978,finitimi,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w32,urn:cite:croala:loci.20978,urn:cite:croala:loci.ana.20978
20983,incolunt,estlocus2,"Felicioribus ingeniis ad exequendam historiam materiam subiecturus, scribendique facultatem praebiturus, statui amicorum hortatu, quae temporibus meis memoratu digna euenere in hac maxime parte Europae, quam Pannonii et Turcae, eorumque accole ac finitimi incolunt, carptim assumpta literis mandare, quamquam aliarum quoque nationum res, ubicunque nos locus admonuerit, silentio non praetermittemus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s1.w33,urn:cite:croala:loci.20983,urn:cite:croala:loci.ana.20983
21088,Italia,estlocus1,"Multa enim in Italia, Galliis, Hispaniisque nostra aetate gesta sunt, quae si qualicunque stylo memoriae proderem, opere precium me facturum putaui.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p1.s2.placeName4,urn:cite:croala:loci.21088,urn:cite:croala:loci.ana.21088
21973,Hungaria,estlocus1,"Placuit igitur, quicquid post regis Matthiae Chugniadis Coruini excessum (inde enim historiam inchoabimus) regno per triennium dissidente in Hungaria gestum est, a caeteris rebus seiungere.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p3.s1.placeName19,urn:cite:croala:loci.21973,urn:cite:croala:loci.ana.21973
22146,Hungariae,estlocus4,"Enimuero cum rebus publicis nihil sit intestina discordia perniciosius, nec ulla alia pestis ad magna quaeque imperia euertenda ea ualidior, magis utile ac frugiferum legentibus fore duxi, si perturbationem regni Hungariae principum simultatibus exortam separatis fere uoluminibus, quo res ipsa esset conspectior, perscriberem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p3.s2.placeName31,urn:cite:croala:loci.22146,urn:cite:croala:loci.ana.22146
22635,Hungariae,estlocus4,"Quod profecto regno Hungariae pene euenire uidimus, dum singuli ferme principum regem, cui quisque studebat, creari contendunt.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div1.p3.s5.placeName4,urn:cite:croala:loci.22635,urn:cite:croala:loci.ana.22635
22984,Hungarorum,estlocus4,"Post mortem regis Alberthi, qui Sigismundo Augusto gener adscitus in regnum Hungarorum successit, Hungari infantulo eius filio Ladislauo Posthumo Vuladislauum Iagelae filium, Polonorum regem, patruum illius Vuladislaui, ad quem Matthia Coruino mortuo regnum delatum est, haud sane satis honeste, si ius gentium respicias, superinduxere, tametsi illo tempore non tam iniquum hoc uideri potuit quam neccessarium, regno et ciuili discordia amisso principe laborante, et ab externis hostibus, Turcis maxime, gente immani, uexato.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p1.s1.placeName12,urn:cite:croala:loci.22984,urn:cite:croala:loci.ana.22984
23037,Polonorum,estlocus4,"Post mortem regis Alberthi, qui Sigismundo Augusto gener adscitus in regnum Hungarorum successit, Hungari infantulo eius filio Ladislauo Posthumo Vuladislauum Iagelae filium, Polonorum regem, patruum illius Vuladislaui, ad quem Matthia Coruino mortuo regnum delatum est, haud sane satis honeste, si ius gentium respicias, superinduxere, tametsi illo tempore non tam iniquum hoc uideri potuit quam neccessarium, regno et ciuili discordia amisso principe laborante, et ab externis hostibus, Turcis maxime, gente immani, uexato.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p1.s1.placeName23,urn:cite:croala:loci.23037,urn:cite:croala:loci.ana.23037
23534,Hungarorum,estlocus4,"Mater uero pueri indignitate rei permota, diademate sublato, quod Hungarorum regibus cum creantur imponi solet, ad Fridericum Caesarem sese confert, diademaque una cum filio imperatoris fidei committit.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p1.s3.placeName10,urn:cite:croala:loci.23534,urn:cite:croala:loci.ana.23534
23667,Turcas,estlocus3,"Non ita multis post annis, Vuladislauo in expeditione aduersus Turcas suscepta interfecto, Alberthi filius regno iure sibi debito potitur, qui quum dolo suorum Pragae adolescens perisset, ad Matthiam, priuatum Iani Chuniadis filium, qui sibi Coruini nomen imposuit, opera Michaellis Selagii regnum ab Hungaris deffertur, quippe is erat Matthiae auunculus, ad eumque omnium rerum summa tunc respiciebat.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p2.s1.placeName10,urn:cite:croala:loci.23667,urn:cite:croala:loci.ana.23667
23732,Pragae,estlocus1,"Non ita multis post annis, Vuladislauo in expeditione aduersus Turcas suscepta interfecto, Alberthi filius regno iure sibi debito potitur, qui quum dolo suorum Pragae adolescens perisset, ad Matthiam, priuatum Iani Chuniadis filium, qui sibi Coruini nomen imposuit, opera Michaellis Selagii regnum ab Hungaris deffertur, quippe is erat Matthiae auunculus, ad eumque omnium rerum summa tunc respiciebat.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p2.s1.placeName24,urn:cite:croala:loci.23732,urn:cite:croala:loci.ana.23732
24209,Geticum,estlocus2,"Hic autem rex quum paterno genere Geta esset, quam gentem ab eorum asperiore cultu commodiore ad componenda uerba Graeca uoce Moroulachos nostrates nuncupant, sese Coruinum, ut dictum est, appellauit, seu quia pater eius Ianus Chugniades, uir bello clarissimus, dum exercitum ducit uexillo usus est, in quo coruus annulum aureum rostro portans depictus erat, seu forsan consueto regum uitio assentatoribus facile crediderit se a Romanorum ciuium ueteribus colonis, qui Geticum agrum nunc quoque magna ex parte incolunt, progenitum esse, non immerito sane admiratus Romane nobilitatis maiestatem, scriptorum quidem monimentis illam mea sententia haud supra ueri fidem illustratam, caeterum iamdiu uetustate obsoletam, militiaeque extinctam fere desuetudine.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p2.s2.placeName69,urn:cite:croala:loci.24209,urn:cite:croala:loci.ana.24209
